Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre07.g350000.t1.1	CHLRE_07g349966v5
Cre07.g350050.t1.1	CHLRE_07g350000v5
Cre07.g350100.t1.1	CHLRE_07g350050v5
Cre07.g350200.t1.1	CHLRE_07g350100v5
Cre07.g350250.t1.1	CHLRE_07g350200v5
Cre07.g350300.t1.1	CHLRE_07g350250v5
Cre07.g350350.t1.1	CHLRE_07g350300v5
Cre07.g350400.t1.1	CHLRE_07g350350v5
Cre07.g350450.t1.1	CHLRE_07g350400v5
Cre07.g350451.t1.1	CHLRE_07g350450v5
Cre07.g350500.t1.1	CHLRE_07g350451v5
Cre07.g350550.t1.1	CHLRE_07g350500v5
Cre07.g350600.t1.1	CHLRE_07g350550v5
Cre07.g350626.t1.1	CHLRE_07g350600v5
Cre07.g350652.t1.1	CHLRE_07g350626v5
Cre07.g350700.t1.1	CHLRE_07g350652v5
Cre07.g350750.t1.1	CHLRE_07g350700v5
Cre07.g350800.t1.1	CHLRE_07g350750v5
Cre07.g350850.t1.1	CHLRE_07g350800v5
Cre07.g350867.t1.1	CHLRE_07g350850v5
Cre07.g350900.t1.1	CHLRE_07g350867v5
Cre07.g350926.t1.1	CHLRE_07g350900v5
Cre07.g350950.t1.1	CHLRE_07g350926v5
Cre07.g350976.t1.1	CHLRE_07g350950v5
Cre07.g351000.t1.1	CHLRE_07g350976v5
Cre07.g351050.t1.1	CHLRE_07g351000v5
Cre07.g351100.t1.1	CHLRE_07g351050v5
Cre07.g351150.t1.1	CHLRE_07g351100v5
Cre07.g351200.t1.1	CHLRE_07g351150v5
Cre07.g351300.t1.1	CHLRE_07g351200v5
Cre07.g351350.t1.1	CHLRE_07g351300v5
Cre07.g351400.t1.1	CHLRE_07g351350v5
Cre07.g351450.t1.1	CHLRE_07g351400v5
Cre07.g351500.t1.1	CHLRE_07g351450v5
Cre07.g351550.t1.1	CHLRE_07g351500v5
Cre07.g351600.t1.1	CHLRE_07g351550v5
Cre07.g351650.t1.1	CHLRE_07g351600v5
Cre07.g351700.t1.1	CHLRE_07g351650v5
Cre07.g351750.t1.1	CHLRE_07g351700v5
Cre07.g351800.t1.1	CHLRE_07g351750v5
Cre07.g351825.t1.1	CHLRE_07g351800v5
Cre07.g351850.t1.1	CHLRE_07g351825v5
Cre07.g351900.t1.1	CHLRE_07g351850v5
Cre07.g351950.t1.1	CHLRE_07g351900v5
Cre07.g352000.t1.1	CHLRE_07g351950v5
Cre07.g352075.t1.1	CHLRE_07g352000v5
Cre07.g352150.t1.1	CHLRE_07g352075v5
Cre07.g352213.t1.1	CHLRE_07g352150v5
Cre07.g352250.t1.1	CHLRE_07g352213v5
Cre07.g352251.t1.1	CHLRE_07g352250v5
Cre07.g352300.t1.1	CHLRE_07g352251v5
Cre07.g352350.t1.1	CHLRE_07g352300v5
Cre07.g352400.t1.1	CHLRE_07g352350v5
Cre07.g352450.t1.1	CHLRE_07g352400v5
Cre07.g352500.t1.1	CHLRE_07g352450v5
Cre07.g352550.t1.1	CHLRE_07g352500v5
Cre07.g352600.t1.1	CHLRE_07g352550v5
Cre07.g352650.t1.1	CHLRE_07g352600v5
Cre07.g352750.t1.1	CHLRE_07g352650v5
Cre07.g352800.t1.1	CHLRE_07g352750v5
Cre07.g352850.t1.1	CHLRE_07g352800v5
Cre07.g352900.t1.1	CHLRE_07g352850v5
Cre07.g352950.t1.1	CHLRE_07g352900v5
Cre07.g352976.t1.1	CHLRE_07g352950v5
Cre07.g353000.t1.1	CHLRE_07g352976v5
Cre07.g353050.t1.1	CHLRE_07g353000v5
Cre07.g353100.t1.1	CHLRE_07g353050v5
Cre07.g353150.t1.1	CHLRE_07g353100v5
Cre07.g353200.t1.1	CHLRE_07g353150v5
Cre07.g353230.t1.1	CHLRE_07g353200v5
Cre07.g353250.t1.1	CHLRE_07g353230v5
Cre07.g353300.t1.1	CHLRE_07g353250v5
Cre07.g353325.t1.1	CHLRE_07g353300v5
Cre07.g353350.t1.1	CHLRE_07g353325v5
Cre07.g353400.t1.1	CHLRE_07g353350v5
Cre07.g353450.t1.1	CHLRE_07g353400v5
Cre07.g353500.t1.1	CHLRE_07g353450v5
Cre07.g353550.t1.1	CHLRE_07g353500v5
Cre07.g353555.t1.1	CHLRE_07g353550v5
Cre07.g353600.t1.1	CHLRE_07g353555v5
Cre07.g353650.t1.1	CHLRE_07g353600v5
Cre07.g353700.t1.1	CHLRE_07g353650v5
Cre07.g353750.t1.1	CHLRE_07g353700v5
Cre07.g353837.t1.1	CHLRE_07g353750v5
Cre07.g353850.t1.1	CHLRE_07g353837v5
Cre07.g353900.t1.1	CHLRE_07g353850v5
Cre07.g353950.t1.1	CHLRE_07g353900v5
Cre07.g354000.t1.1	CHLRE_07g353950v5
Cre07.g354050.t1.1	CHLRE_07g354000v5
Cre07.g354075.t1.1	CHLRE_07g354050v5
Cre07.g354100.t1.1	CHLRE_07g354075v5
Cre07.g354150.t1.1	CHLRE_07g354100v5
Cre07.g354200.t1.1	CHLRE_07g354150v5
Cre07.g354250.t1.1	CHLRE_07g354200v5
Cre07.g354301.t1.1	CHLRE_07g354250v5
Cre07.g354350.t1.1	CHLRE_07g354301v5
Cre07.g354400.t1.1	CHLRE_07g354350v5
Cre07.g354450.t1.1	CHLRE_07g354400v5
Cre07.g354500.t1.1	CHLRE_07g354450v5
Cre07.g354550.t1.1	CHLRE_07g354500v5
Cre07.g354551.t1.1	CHLRE_07g354550v5
Cre07.g354600.t1.1	CHLRE_07g354551v5
Cre07.g354650.t1.1	CHLRE_07g354600v5
Cre07.g354700.t1.1	CHLRE_07g354650v5
Cre07.g354750.t1.1	CHLRE_07g354700v5
Cre07.g354800.t1.1	CHLRE_07g354750v5
Cre07.g354850.t1.1	CHLRE_07g354800v5
Cre07.g354900.t1.1	CHLRE_07g354850v5
Cre07.g354976.t1.1	CHLRE_07g354900v5
Cre07.g355050.t1.1	CHLRE_07g354976v5
Cre07.g355100.t1.1	CHLRE_07g355050v5
Cre07.g355150.t1.1	CHLRE_07g355100v5
Cre07.g355200.t1.1	CHLRE_07g355150v5
Cre07.g355250.t1.1	CHLRE_07g355200v5
Cre07.g355300.t1.1	CHLRE_07g355250v5
Cre07.g355350.t1.1	CHLRE_07g355300v5
Cre07.g355400.t1.1	CHLRE_07g355350v5
Cre07.g355433.t1.1	CHLRE_07g355400v5
Cre07.g355466.t1.1	CHLRE_07g355433v5
Cre07.g355500.t1.1	CHLRE_07g355466v5
Cre07.g355550.t1.1	CHLRE_07g355500v5
Cre07.g355600.t1.1	CHLRE_07g355550v5
Cre07.g355650.t1.1	CHLRE_07g355600v5
Cre07.g355700.t1.1	CHLRE_07g355650v5
Cre07.g355750.t1.1	CHLRE_07g355700v5
Cre07.g355800.t1.1	CHLRE_07g355750v5
Cre07.g355850.t1.1	CHLRE_07g355800v5
Cre07.g355900.t1.1	CHLRE_07g355850v5
Cre07.g355950.t1.1	CHLRE_07g355900v5
Cre07.g356000.t1.1	CHLRE_07g355950v5
Cre07.g356050.t1.1	CHLRE_07g356000v5
Cre07.g356101.t1.1	CHLRE_07g356050v5
Cre07.g356150.t1.1	CHLRE_07g356101v5
Cre07.g356200.t1.1	CHLRE_07g356150v5
Cre07.g356250.t1.1	CHLRE_07g356200v5
Cre07.g356283.t1.1	CHLRE_07g356250v5
Cre07.g356316.t1.1	CHLRE_07g356283v5
Cre07.g356350.t1.1	CHLRE_07g356316v5
Cre07.g356400.t1.1	CHLRE_07g356350v5
Cre07.g356450.t1.1	CHLRE_07g356400v5
Cre07.g356500.t1.1	CHLRE_07g356450v5
Cre07.g356550.t1.1	CHLRE_07g356500v5
Cre07.g356600.t1.1	CHLRE_07g356550v5
Cre07.g356650.t1.1	CHLRE_07g356600v5
Cre07.g356700.t1.1	CHLRE_07g356650v5
Cre07.g356750.t1.1	CHLRE_07g356700v5
Cre07.g356800.t1.1	CHLRE_07g356750v5
Cre07.g356850.t1.1	CHLRE_07g356800v5
Cre07.g356900.t1.1	CHLRE_07g356850v5
Cre07.g356950.t1.1	CHLRE_07g356900v5
Cre07.g356960.t1.1	CHLRE_07g356950v5
Cre07.g356970.t1.1	CHLRE_07g356960v5
Cre07.g356980.t1.1	CHLRE_07g356970v5
Cre07.g357000.t1.1	CHLRE_07g356980v5
Cre07.g357033.t1.1	CHLRE_07g357000v5
Cre07.g357100.t1.1	CHLRE_07g357033v5
Cre07.g357150.t1.1	CHLRE_07g357100v5
Cre07.g357157.t1.1	CHLRE_07g357150v5
Cre07.g357200.t1.1	CHLRE_07g357157v5
Cre07.g357250.t1.1	CHLRE_07g357200v5
Cre07.g357300.t1.1	CHLRE_07g357250v5
Cre07.g357350.t1.1	CHLRE_07g357300v5
Cre07.g357400.t1.1	CHLRE_07g357350v5
Cre07.g357450.t1.1	CHLRE_07g357400v5
Cre07.g357486.t1.1	CHLRE_07g357450v5
Cre07.g357500.t1.1	CHLRE_07g357486v5
Cre07.g357550.t1.1	CHLRE_07g357500v5
Cre07.g357576.t1.1	CHLRE_07g357550v5
Cre07.g357600.t1.1	CHLRE_07g357576v5
Cre07.g357650.t1.1	CHLRE_07g357600v5
Cre07.g357700.t1.1	CHLRE_07g357650v5
Cre07.g357750.t1.1	CHLRE_07g357700v5
Cre07.g357800.t1.1	CHLRE_07g357750v5
Cre07.g357850.t1.1	CHLRE_07g357800v5
Cre07.g357876.t1.1	CHLRE_07g357850v5
Cre07.g357900.t1.1	CHLRE_07g357876v5
Cre07.g357950.t1.1	CHLRE_07g357900v5
Cre07.g358001.t1.1	CHLRE_07g357950v5
Cre07.g358050.t1.1	CHLRE_07g358001v5
Cre08.g358100.t1.1	CHLRE_07g358050v5
Cre08.g358126.t1.1	CHLRE_08g358100v5
Cre08.g358150.t1.1	CHLRE_08g358126v5
Cre08.g358200.t1.1	CHLRE_08g358150v5
Cre08.g358250.t1.1	CHLRE_08g358200v5
Cre08.g358300.t1.1	CHLRE_08g358250v5
Cre08.g358326.t1.1	CHLRE_08g358300v5
Cre08.g358350.t1.1	CHLRE_08g358326v5
Cre08.g358400.t1.1	CHLRE_08g358350v5
Cre08.g358450.t1.1	CHLRE_08g358400v5
Cre08.g358459.t1.1	CHLRE_08g358450v5
Cre08.g358500.t1.1	CHLRE_08g358459v5
Cre08.g358521.t1.1	CHLRE_08g358500v5
Cre08.g358522.t1.1	CHLRE_08g358521v5
Cre08.g358523.t1.1	CHLRE_08g358522v5
Cre08.g358524.t1.1	CHLRE_08g358523v5
Cre08.g358525.t1.1	CHLRE_08g358524v5
Cre08.g358526.t1.1	CHLRE_08g358525v5
Cre08.g358527.t1.1	CHLRE_08g358526v5
Cre08.g358528.t1.1	CHLRE_08g358527v5
Cre08.g358529.t1.1	CHLRE_08g358528v5
Cre08.g358530.t1.1	CHLRE_08g358529v5
Cre08.g358531.t1.1	CHLRE_08g358530v5
Cre08.g358532.t1.1	CHLRE_08g358531v5
Cre08.g358534.t1.1	CHLRE_08g358532v5
Cre08.g358535.t1.1	CHLRE_08g358534v5
Cre08.g358536.t1.1	CHLRE_08g358535v5
Cre08.g358537.t1.1	CHLRE_08g358536v5
Cre08.g358538.t1.1	CHLRE_08g358537v5
Cre08.g358539.t1.1	CHLRE_08g358538v5
Cre08.g358540.t1.1	CHLRE_08g358539v5
Cre08.g358541.t1.1	CHLRE_08g358540v5
Cre08.g358542.t1.1	CHLRE_08g358541v5
Cre08.g358543.t1.1	CHLRE_08g358542v5
Cre08.g358544.t1.1	CHLRE_08g358543v5
Cre08.g358545.t1.1	CHLRE_08g358544v5
Cre08.g358546.t1.1	CHLRE_08g358545v5
Cre08.g358547.t1.1	CHLRE_08g358546v5
Cre08.g358548.t1.1	CHLRE_08g358547v5
Cre08.g358549.t1.1	CHLRE_08g358548v5
Cre08.g358552.t1.1	CHLRE_08g358549v5
Cre08.g358553.t1.1	CHLRE_08g358552v5
Cre08.g358554.t1.1	CHLRE_08g358553v5
Cre08.g358555.t1.1	CHLRE_08g358554v5
Cre08.g358556.t1.1	CHLRE_08g358555v5
Cre08.g358557.t1.1	CHLRE_08g358556v5
Cre08.g358558.t1.1	CHLRE_08g358557v5
Cre08.g358559.t1.1	CHLRE_08g358558v5
Cre08.g358560.t1.1	CHLRE_08g358559v5
Cre08.g358561.t1.1	CHLRE_08g358560v5
Cre08.g358562.t1.1	CHLRE_08g358561v5
Cre08.g358563.t1.1	CHLRE_08g358562v5
Cre08.g358564.t1.1	CHLRE_08g358563v5
Cre08.g358565.t1.1	CHLRE_08g358564v5
Cre08.g358567.t1.1	CHLRE_08g358565v5
Cre08.g358568.t1.1	CHLRE_08g358567v5
Cre08.g358569.t1.1	CHLRE_08g358568v5
Cre08.g358570.t1.1	CHLRE_08g358569v5
Cre08.g358571.t1.1	CHLRE_08g358570v5
Cre08.g358572.t1.1	CHLRE_08g358571v5
Cre08.g358573.t1.1	CHLRE_08g358572v5
Cre08.g358574.t1.1	CHLRE_08g358573v5
Cre08.g358575.t1.1	CHLRE_08g358574v5
Cre08.g358576.t1.1	CHLRE_08g358575v5
Cre08.g358577.t1.1	CHLRE_08g358576v5
Cre08.g358578.t1.1	CHLRE_08g358577v5
Cre08.g358579.t1.1	CHLRE_08g358578v5
Cre08.g358580.t1.1	CHLRE_08g358579v5
Cre08.g358581.t1.1	CHLRE_08g358580v5
Cre08.g358582.t1.1	CHLRE_08g358581v5
Cre08.g358583.t1.1	CHLRE_08g358582v5
Cre08.g358600.t1.1	CHLRE_08g358583v5
Cre08.g358616.t1.1	CHLRE_08g358600v5
Cre08.g358650.t1.1	CHLRE_08g358616v5
Cre08.g358700.t1.1	CHLRE_08g358650v5
Cre08.g358751.t1.1	CHLRE_08g358700v5
Cre08.g358800.t1.1	CHLRE_08g358751v5
Cre08.g358850.t1.1	CHLRE_08g358800v5
Cre08.g358900.t1.1	CHLRE_08g358850v5
Cre08.g358950.t1.1	CHLRE_08g358900v5
Cre08.g359000.t1.1	CHLRE_08g358950v5
Cre08.g359051.t1.1	CHLRE_08g359000v5
Cre08.g359100.t1.1	CHLRE_08g359051v5
Cre08.g359133.t1.1	CHLRE_08g359100v5
Cre08.g359166.t1.1	CHLRE_08g359133v5
Cre08.g359200.t1.1	CHLRE_08g359166v5
Cre08.g359250.t1.1	CHLRE_08g359200v5
Cre08.g359300.t1.1	CHLRE_08g359250v5
Cre08.g359350.t1.1	CHLRE_08g359300v5
Cre08.g359400.t1.1	CHLRE_08g359350v5
Cre08.g359450.t1.1	CHLRE_08g359400v5
Cre08.g359500.t1.1	CHLRE_08g359450v5
Cre08.g359550.t1.1	CHLRE_08g359500v5
Cre08.g359567.t1.1	CHLRE_08g359550v5
Cre08.g359600.t1.1	CHLRE_08g359567v5
Cre08.g359650.t1.1	CHLRE_08g359600v5
Cre08.g359700.t1.1	CHLRE_08g359650v5
Cre08.g359750.t1.1	CHLRE_08g359700v5
Cre08.g359800.t1.1	CHLRE_08g359750v5
Cre08.g359850.t1.1	CHLRE_08g359800v5
Cre08.g359900.t1.1	CHLRE_08g359850v5
Cre08.g359950.t1.1	CHLRE_08g359900v5
Cre08.g360001.t1.1	CHLRE_08g359950v5
Cre08.g360050.t1.1	CHLRE_08g360001v5
Cre08.g360100.t1.1	CHLRE_08g360050v5
Cre08.g360150.t1.1	CHLRE_08g360100v5
Cre08.g360200.t1.1	CHLRE_08g360150v5
Cre08.g360250.t1.1	CHLRE_08g360200v5
Cre08.g360300.t1.1	CHLRE_08g360250v5
Cre08.g360350.t1.1	CHLRE_08g360300v5
Cre08.g360400.t1.1	CHLRE_08g360350v5
Cre08.g360444.t1.1	CHLRE_08g360400v5
Cre08.g360450.t1.1	CHLRE_08g360444v5
Cre08.g360500.t1.1	CHLRE_08g360450v5
Cre08.g360550.t1.1	CHLRE_08g360500v5
Cre08.g360564.t1.1	CHLRE_08g360550v5
Cre08.g360600.t1.1	CHLRE_08g360564v5
Cre08.g360650.t1.1	CHLRE_08g360600v5
Cre08.g360700.t1.1	CHLRE_08g360650v5
Cre08.g360750.t1.1	CHLRE_08g360700v5
Cre08.g360801.t1.1	CHLRE_08g360750v5
Cre08.g360850.t1.1	CHLRE_08g360801v5
Cre08.g360900.t1.1	CHLRE_08g360850v5
Cre08.g360950.t1.1	CHLRE_08g360900v5
Cre08.g361000.t1.1	CHLRE_08g360950v5
Cre08.g361050.t1.1	CHLRE_08g361000v5
Cre08.g361063.t1.1	CHLRE_08g361050v5
Cre08.g361100.t1.1	CHLRE_08g361063v5
Cre08.g361150.t1.1	CHLRE_08g361100v5
Cre08.g361200.t1.1	CHLRE_08g361150v5
Cre08.g361250.t1.1	CHLRE_08g361200v5
Cre08.g361300.t1.1	CHLRE_08g361250v5
Cre08.g361350.t1.1	CHLRE_08g361300v5
Cre08.g361400.t1.1	CHLRE_08g361350v5
Cre08.g361450.t1.1	CHLRE_08g361400v5
Cre08.g361500.t1.1	CHLRE_08g361450v5
Cre08.g361551.t1.1	CHLRE_08g361500v5
Cre08.g361600.t1.1	CHLRE_08g361551v5
Cre08.g361650.t1.1	CHLRE_08g361600v5
Cre08.g361700.t1.1	CHLRE_08g361650v5
Cre08.g361750.t1.1	CHLRE_08g361700v5
Cre08.g361800.t1.1	CHLRE_08g361750v5
Cre08.g361850.t1.1	CHLRE_08g361800v5
Cre08.g361900.t1.1	CHLRE_08g361850v5
Cre08.g361925.t1.1	CHLRE_08g361900v5
Cre08.g361950.t1.1	CHLRE_08g361925v5
Cre08.g361984.t1.1	CHLRE_08g361950v5
Cre08.g362000.t1.1	CHLRE_08g361984v5
Cre08.g362019.t1.1	CHLRE_08g362000v5
Cre08.g362036.t1.1	CHLRE_08g362019v5
Cre08.g362050.t1.1	CHLRE_08g362036v5
Cre08.g362076.t1.1	CHLRE_08g362050v5
Cre08.g362100.t1.1	CHLRE_08g362076v5
Cre08.g362150.t1.1	CHLRE_08g362100v5
Cre08.g362200.t1.1	CHLRE_08g362150v5
Cre08.g362250.t1.1	CHLRE_08g362200v5
Cre08.g362300.t1.1	CHLRE_08g362250v5
Cre08.g362350.t1.1	CHLRE_08g362300v5
Cre08.g362400.t1.1	CHLRE_08g362350v5
Cre08.g362450.t1.1	CHLRE_08g362400v5
Cre08.g362500.t1.1	CHLRE_08g362450v5
Cre08.g362550.t1.1	CHLRE_08g362500v5
Cre08.g362600.t1.1	CHLRE_08g362550v5
Cre08.g362650.t1.1	CHLRE_08g362600v5
Cre08.g362682.t1.1	CHLRE_08g362650v5
Cre08.g362700.t1.1	CHLRE_08g362682v5
Cre08.g362750.t1.1	CHLRE_08g362700v5
Cre08.g362776.t1.1	CHLRE_08g362750v5
Cre08.g362800.t1.1	CHLRE_08g362776v5
Cre08.g362850.t1.1	CHLRE_08g362800v5
Cre08.g362900.t1.1	CHLRE_08g362850v5
Cre08.g362950.t1.1	CHLRE_08g362900v5
Cre08.g363000.t1.1	CHLRE_08g362950v5
Cre08.g363050.t1.1	CHLRE_08g363000v5
Cre08.g363100.t1.1	CHLRE_08g363050v5
Cre08.g363150.t1.1	CHLRE_08g363100v5
Cre08.g363200.t1.1	CHLRE_08g363150v5
Cre08.g363250.t1.1	CHLRE_08g363200v5
Cre08.g363267.t1.1	CHLRE_08g363250v5
Cre08.g363283.t1.1	CHLRE_08g363267v5
Cre08.g363300.t1.1	CHLRE_08g363283v5
Cre08.g363350.t1.1	CHLRE_08g363300v5
Cre08.g363367.t1.1	CHLRE_08g363350v5
Cre08.g363383.t1.1	CHLRE_08g363367v5
Cre08.g363400.t1.1	CHLRE_08g363383v5
Cre08.g363450.t1.1	CHLRE_08g363400v5
Cre08.g363500.t1.1	CHLRE_08g363450v5
Cre08.g363600.t1.1	CHLRE_08g363500v5
Cre08.g363650.t1.1	CHLRE_08g363600v5
Cre08.g363700.t1.1	CHLRE_08g363650v5
Cre08.g363750.t1.1	CHLRE_08g363700v5
Cre08.g363800.t1.1	CHLRE_08g363750v5
Cre08.g363837.t1.1	CHLRE_08g363800v5
Cre08.g363874.t1.1	CHLRE_08g363837v5
Cre08.g363950.t1.1	CHLRE_08g363874v5
Cre08.g364000.t1.1	CHLRE_08g363950v5
Cre08.g364050.t1.1	CHLRE_08g364000v5
Cre08.g364100.t1.1	CHLRE_08g364050v5
Cre08.g364151.t1.1	CHLRE_08g364100v5
Cre08.g364200.t1.1	CHLRE_08g364151v5
Cre08.g364250.t1.1	CHLRE_08g364200v5
Cre08.g364300.t1.1	CHLRE_08g364250v5
Cre08.g364351.t1.1	CHLRE_08g364300v5
Cre08.g364400.t1.1	CHLRE_08g364351v5
Cre08.g364450.t1.1	CHLRE_08g364400v5
Cre08.g364501.t1.1	CHLRE_08g364450v5
Cre08.g364550.t1.1	CHLRE_08g364501v5
Cre08.g364600.t1.1	CHLRE_08g364550v5
Cre08.g364650.t1.1	CHLRE_08g364600v5
Cre08.g364700.t1.1	CHLRE_08g364650v5
Cre08.g364726.t1.1	CHLRE_08g364700v5
Cre08.g364751.t1.1	CHLRE_08g364726v5
Cre08.g364775.t1.1	CHLRE_08g364751v5
Cre08.g364800.t1.1	CHLRE_08g364775v5
Cre08.g364850.t1.1	CHLRE_08g364800v5
Cre08.g364862.t1.1	CHLRE_08g364850v5
Cre08.g364931.t1.1	CHLRE_08g364862v5
Cre08.g364950.t1.1	CHLRE_08g364931v5
Cre08.g364989.t1.1	CHLRE_08g364950v5
Cre08.g365000.t1.1	CHLRE_08g364989v5
Cre08.g365027.t1.1	CHLRE_08g365000v5
Cre08.g365050.t1.1	CHLRE_08g365027v5
Cre08.g365065.t1.1	CHLRE_08g365050v5
Cre08.g365100.t1.1	CHLRE_08g365065v5
Cre08.g365103.t1.1	CHLRE_08g365100v5
Cre08.g365141.t1.1	CHLRE_08g365103v5
Cre08.g365150.t1.1	CHLRE_08g365141v5
Cre08.g365200.t1.1	CHLRE_08g365150v5
Cre08.g365204.t1.1	CHLRE_08g365200v5
Cre08.g365205.t1.1	CHLRE_08g365204v5
Cre08.g365300.t1.1	CHLRE_08g365205v5
Cre08.g365351.t1.1	CHLRE_08g365300v5
Cre08.g365400.t1.1	CHLRE_08g365351v5
Cre08.g365450.t1.1	CHLRE_08g365400v5
Cre08.g365500.t1.1	CHLRE_08g365450v5
Cre08.g365550.t1.1	CHLRE_08g365500v5
Cre08.g365600.t1.1	CHLRE_08g365550v5
Cre08.g365632.t1.1	CHLRE_08g365600v5
Cre08.g365664.t1.1	CHLRE_08g365632v5
Cre08.g365692.t1.1	CHLRE_08g365664v5
Cre08.g365720.t1.1	CHLRE_08g365692v5
Cre08.g365750.t1.1	CHLRE_08g365720v5
Cre08.g365800.t1.1	CHLRE_08g365750v5
Cre08.g365825.t1.1	CHLRE_08g365800v5
Cre08.g365851.t1.1	CHLRE_08g365825v5
Cre08.g365900.t1.1	CHLRE_08g365851v5
Cre08.g365950.t1.1	CHLRE_08g365900v5
Cre08.g366000.t1.1	CHLRE_08g365950v5
Cre08.g366050.t1.1	CHLRE_08g366000v5
Cre08.g366101.t1.1	CHLRE_08g366050v5
Cre08.g366150.t1.1	CHLRE_08g366101v5
Cre08.g366200.t1.1	CHLRE_08g366150v5
Cre08.g366250.t1.1	CHLRE_08g366200v5
Cre08.g366300.t1.1	CHLRE_08g366250v5
Cre08.g366350.t1.1	CHLRE_08g366300v5
Cre08.g366400.t1.1	CHLRE_08g366350v5
Cre08.g366450.t1.1	CHLRE_08g366400v5
Cre08.g366500.t1.1	CHLRE_08g366450v5
Cre08.g366550.t1.1	CHLRE_08g366500v5
Cre08.g366579.t1.1	CHLRE_08g366550v5
Cre08.g366600.t1.1	CHLRE_08g366579v5
Cre08.g366650.t1.1	CHLRE_08g366600v5
Cre08.g366676.t1.1	CHLRE_08g366650v5
Cre08.g366700.t1.1	CHLRE_08g366676v5
Cre08.g366750.t1.1	CHLRE_08g366700v5
Cre08.g366800.t1.1	CHLRE_08g366750v5
Cre08.g366850.t1.1	CHLRE_08g366800v5
Cre08.g366874.t1.1	CHLRE_08g366850v5
Cre08.g366900.t1.1	CHLRE_08g366874v5
Cre08.g366950.t1.1	CHLRE_08g366900v5
Cre08.g367000.t1.1	CHLRE_08g366950v5
Cre08.g367050.t1.1	CHLRE_08g367000v5
Cre08.g367100.t1.1	CHLRE_08g367050v5
Cre08.g367150.t1.1	CHLRE_08g367100v5
Cre08.g367200.t1.1	CHLRE_08g367150v5
Cre08.g367250.t1.1	CHLRE_08g367200v5
Cre08.g367300.t1.1	CHLRE_08g367250v5
Cre08.g367350.t1.1	CHLRE_08g367300v5
Cre08.g367400.t1.1	CHLRE_08g367350v5
Cre08.g367500.t1.1	CHLRE_08g367400v5
Cre08.g367550.t1.1	CHLRE_08g367500v5
Cre08.g367600.t1.1	CHLRE_08g367550v5
Cre08.g367650.t1.1	CHLRE_08g367600v5
Cre08.g367700.t1.1	CHLRE_08g367650v5
Cre08.g367750.t1.1	CHLRE_08g367700v5
Cre08.g367800.t1.1	CHLRE_08g367750v5
Cre08.g367850.t1.1	CHLRE_08g367800v5
Cre08.g367876.t1.1	CHLRE_08g367850v5
Cre08.g367900.t1.1	CHLRE_08g367876v5
Cre08.g367950.t1.1	CHLRE_08g367900v5
Cre08.g368000.t1.1	CHLRE_08g367950v5
Cre08.g368026.t1.1	CHLRE_08g368000v5
Cre08.g368050.t1.1	CHLRE_08g368026v5
Cre08.g368100.t1.1	CHLRE_08g368050v5
Cre08.g368150.t1.1	CHLRE_08g368100v5
Cre08.g368176.t1.1	CHLRE_08g368150v5
Cre08.g368200.t1.1	CHLRE_08g368176v5
Cre08.g368226.t1.1	CHLRE_08g368200v5
Cre08.g368250.t1.1	CHLRE_08g368226v5
Cre08.g368300.t1.1	CHLRE_08g368250v5
Cre08.g368350.t1.1	CHLRE_08g368300v5
Cre08.g368400.t1.1	CHLRE_08g368350v5
Cre08.g368450.t1.1	CHLRE_08g368400v5
Cre08.g368500.t1.1	CHLRE_08g368450v5
Cre08.g368550.t1.1	CHLRE_08g368500v5
Cre08.g368600.t1.1	CHLRE_08g368550v5
Cre08.g368650.t1.1	CHLRE_08g368600v5
Cre08.g368700.t1.1	CHLRE_08g368650v5
Cre08.g368750.t1.1	CHLRE_08g368700v5
Cre08.g368800.t1.1	CHLRE_08g368750v5
Cre08.g368850.t1.1	CHLRE_08g368800v5
Cre08.g368900.t1.1	CHLRE_08g368850v5
Cre08.g368950.t1.1	CHLRE_08g368900v5
Cre08.g369000.t1.1	CHLRE_08g368950v5
Cre08.g369050.t1.1	CHLRE_08g369000v5
Cre08.g369100.t1.1	CHLRE_08g369050v5
Cre08.g369150.t1.1	CHLRE_08g369100v5
Cre08.g369200.t1.1	CHLRE_08g369150v5
Cre08.g369250.t1.1	CHLRE_08g369200v5
Cre08.g369300.t1.1	CHLRE_08g369250v5
Cre08.g369350.t1.1	CHLRE_08g369300v5
Cre08.g369400.t1.1	CHLRE_08g369350v5
Cre08.g369451.t1.1	CHLRE_08g369400v5
Cre08.g369500.t1.1	CHLRE_08g369451v5
Cre08.g369550.t1.1	CHLRE_08g369500v5
Cre08.g369600.t1.1	CHLRE_08g369550v5
Cre08.g369650.t1.1	CHLRE_08g369600v5
Cre08.g369667.t1.1	CHLRE_08g369650v5
Cre08.g369683.t1.1	CHLRE_08g369667v5
Cre08.g369700.t1.1	CHLRE_08g369683v5
Cre08.g369720.t1.1	CHLRE_08g369700v5
Cre08.g369740.t1.1	CHLRE_08g369720v5
Cre08.g369800.t1.1	CHLRE_08g369740v5
Cre08.g369850.t1.1	CHLRE_08g369800v5
Cre08.g369900.t1.1	CHLRE_08g369850v5
Cre08.g369950.t1.1	CHLRE_08g369900v5
Cre08.g369976.t1.1	CHLRE_08g369950v5
Cre08.g370000.t1.1	CHLRE_08g369976v5
